vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,word_count,format_density,questions,avg_sent_len,coleman_liau,first_person,second_person,hedging,fk_grade
S10_F,S10,Persistent Headaches,F,Humor / Irony,moonshotai/kimi-k2.5,6,Kimi K2.5,516,8.3333,0.3876,15.18,13.05,0.1938,3.1008,2.5194,11.0
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,756,4.1005,0.2646,14.82,10.11,0.3968,7.1429,1.7196,8.83
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,777,9.6525,0.7722,12.53,11.9,1.0296,3.2175,1.9305,9.47
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,897,7.1349,0.1115,10.55,9.75,0.3344,6.5775,0.5574,7.1
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,575,9.5652,0.0,15.54,13.2,0.0,1.5652,2.087,12.57
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,425,2.3529,1.8824,11.18,7.56,0.4706,6.1176,1.4118,5.51
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,453,2.2075,0.0,19.7,9.22,0.0,6.181,1.5453,9.73
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,820,3.2927,0.122,17.83,8.77,1.0976,6.2195,0.8537,8.43
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,573,6.6318,0.1745,15.49,9.44,0.5236,4.1885,2.0942,8.04
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,587,4.5997,0.8518,15.05,10.25,0.1704,4.0886,0.8518,8.75
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,868,6.682,0.0,22.26,13.91,0.1152,1.6129,1.8433,14.04
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,904,4.2035,1.4381,15.86,8.22,1.9912,6.0841,1.4381,7.46
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,753,2.1248,0.0,19.31,9.2,0.0,5.0465,1.8592,9.38
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,843,4.2705,0.1186,17.2,12.12,0.3559,4.1518,1.7794,10.58
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,730,9.1781,0.137,13.04,16.01,0.274,1.3699,0.8219,12.66
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,741,5.3981,0.2699,14.25,12.85,0.8097,3.6437,1.2146,10.67
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,639,9.5462,0.0,14.86,15.4,0.0,0.939,0.7825,13.66
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,818,9.6577,0.1222,15.73,13.82,0.489,3.912,1.2225,11.27
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,867,7.9585,0.1153,14.45,12.6,0.1153,2.9988,1.0381,10.71
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,641,4.3682,0.156,19.42,12.68,0.624,1.7161,1.8721,12.31
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,480,10.0,0.8333,11.43,13.37,0.0,0.2083,2.5,10.77
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,554,7.5812,0.0,13.85,11.64,0.0,0.5415,1.083,9.96
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,1013,8.0948,0.0,13.88,15.31,0.0,0.5923,1.8756,12.92
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,707,4.6676,0.0,20.2,10.54,0.1414,1.5559,1.1315,11.1
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,573,7.3298,1.0471,14.69,11.26,0.349,1.5707,1.7452,9.77
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,791,5.0569,0.0,14.65,10.81,0.0,4.804,1.2642,8.83
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,515,9.7087,0.0,10.51,13.07,0.1942,3.4951,2.9126,9.7
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,665,4.812,1.0526,14.15,10.08,0.3008,4.2105,1.0526,8.75
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,861,7.2009,0.1161,15.65,13.87,0.0,1.1614,1.8583,12.65
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,327,4.5872,0.3058,9.62,5.79,0.0,7.6453,2.7523,3.75
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,625,5.44,0.0,12.5,7.76,0.8,5.44,2.88,6.16
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,727,7.4278,0.1376,12.98,12.29,0.2751,4.6768,2.3384,10.39
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,531,7.7213,0.0,12.95,10.59,0.0,1.8832,3.2015,9.86
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,852,7.5117,0.1174,13.52,10.87,0.1174,2.5822,2.23,9.71
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,868,8.2949,0.1152,15.23,13.63,0.1152,1.2673,1.6129,13.38
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,436,2.7523,0.9174,14.53,10.9,0.2294,7.1101,2.9817,9.13
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,572,7.6923,0.3497,14.67,10.24,0.0,2.972,2.7972,9.87
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,822,6.2044,0.365,16.78,10.73,0.2433,4.1363,1.2165,9.8
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,449,8.686,0.0,16.63,14.27,0.0,0.8909,3.3408,12.47
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,705,7.5177,0.8511,17.2,11.54,1.1348,2.1277,1.5603,10.88
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,429,5.3613,0.0,22.58,13.7,0.0,1.6317,1.8648,14.86
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,690,3.7681,0.0,18.16,9.32,0.0,5.7971,1.4493,8.99
S07_F,S07,Heart Palpitations,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,595,6.0504,0.0,18.03,10.43,0.0,4.2017,2.521,10.08
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,549,2.1858,0.0,17.71,9.52,0.1821,5.6466,1.8215,9.41
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,778,8.2262,0.0,15.56,13.12,0.0,1.671,2.1851,12.73
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,933,4.8232,0.4287,15.81,11.27,1.0718,3.2154,2.1436,10.61
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,1112,7.7338,0.0,17.65,11.57,0.0899,1.0791,1.3489,12.53
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,609,4.2693,0.0,16.46,8.16,1.4778,7.8818,1.3136,7.98
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,845,5.4438,0.0,15.36,10.96,0.1183,1.8935,2.6036,9.98
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,514,6.0311,0.1946,12.85,10.64,0.1946,4.2802,2.1401,8.48
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,268,6.7164,0.0,16.75,12.4,0.0,3.3582,1.8657,10.23
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,507,5.9172,0.0,16.9,8.22,0.1972,3.7475,1.1834,8.15
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,636,11.1635,0.0,12.72,14.23,0.0,0.9434,1.5723,11.93
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,381,5.5118,0.0,15.88,8.63,1.0499,3.1496,0.7874,8.16
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,419,4.5346,0.0,16.76,13.5,0.2387,4.0573,3.1026,11.36
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,7,Kimi K2.5,504,6.746,0.1984,17.38,13.92,0.1984,2.381,1.7857,12.24
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,moonshotai/kimi-k2.5,7,Kimi K2.5,431,11.6009,0.0,13.06,14.64,0.0,0.9281,1.1601,12.17
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,moonshotai/kimi-k2.5,7,Kimi K2.5,842,7.601,0.0,15.04,12.4,0.9501,2.9691,2.019,10.57
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,7,Kimi K2.5,783,9.1954,0.1277,19.57,15.12,0.5109,1.2771,1.1494,14.68
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,7,Kimi K2.5,520,6.3462,0.1923,14.86,12.07,0.3846,3.4615,1.7308,9.86
S10_F,S10,Persistent Headaches,F,Humor / Irony,moonshotai/kimi-k2.5,7,Kimi K2.5,702,6.5527,0.0,18.0,12.95,0.4274,2.7066,0.5698,11.9
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,773,3.4929,0.1294,15.46,8.53,0.5175,5.9508,0.5175,7.93
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,770,7.6623,0.1299,13.51,10.63,0.1299,3.8961,1.5584,8.93
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,992,2.8226,0.2016,14.81,9.73,0.3024,5.4435,1.3105,8.55
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,739,8.931,0.0,21.11,13.84,0.0,1.0825,1.2179,14.55
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,625,3.84,0.96,10.96,8.85,0.64,7.2,0.96,6.11
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,487,2.4641,0.2053,16.23,9.28,0.0,6.9815,1.0267,8.36
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,639,3.9124,0.313,14.52,10.65,0.4695,7.3552,0.4695,8.71
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,842,6.8884,0.1188,15.04,9.28,0.1188,3.8005,2.4941,8.23
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,526,4.3726,0.9506,13.49,10.54,0.3802,5.1331,1.5209,8.47
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,823,8.2625,0.0,13.27,13.76,0.1215,1.3366,1.8226,11.31
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,820,5.0,0.8537,13.02,6.27,2.3171,5.3659,1.2195,5.98
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,735,5.1701,0.1361,15.31,9.23,0.1361,3.1293,1.2245,8.03
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,771,4.0208,0.0,16.76,11.59,1.0376,3.7613,1.4267,10.49
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,842,7.8385,0.0,14.52,15.14,0.1188,0.9501,1.5439,12.56
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,678,7.2271,0.59,13.56,11.56,0.4425,2.2124,1.1799,9.21
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,716,8.6592,0.0,15.57,15.3,0.1397,0.6983,1.676,14.06
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,724,5.8011,0.4144,14.78,12.96,1.3812,3.1768,1.7956,10.53
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,701,1.9971,0.1427,19.47,12.86,0.1427,2.4251,0.8559,12.04
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,808,7.6733,0.3713,16.49,10.57,0.3713,1.2376,1.9802,9.5
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,344,8.1395,1.7442,14.33,13.19,0.0,0.2907,1.7442,10.96
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,564,7.4468,1.5957,11.28,11.58,0.0,0.8865,1.4184,9.4
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,760,7.3684,0.0,18.54,15.64,0.1316,0.6579,2.8947,15.08
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,549,6.3752,0.5464,12.2,11.59,0.3643,2.1858,2.0036,9.09
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,620,5.4839,1.7742,15.5,10.13,0.4839,1.9355,0.8065,9.26
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,921,3.4745,0.0,16.75,9.61,0.3257,5.4289,1.8458,8.84
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,483,7.0393,0.4141,10.06,12.65,0.207,3.7267,4.1408,8.76
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,701,3.8516,0.5706,16.3,9.83,0.5706,4.1369,1.5692,9.13
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,657,7.4581,0.1522,16.85,13.63,0.0,1.3699,2.7397,12.93
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,409,4.89,0.7335,12.39,6.27,1.2225,5.379,2.2005,4.94
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,568,4.7535,0.1761,14.56,8.14,1.2324,4.4014,2.1127,7.54
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,677,5.9084,0.0,13.27,12.62,0.2954,3.8405,2.3634,10.22
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,405,7.1605,0.0,12.66,12.7,0.0,1.7284,3.7037,10.88
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,736,7.337,0.0,12.47,11.03,0.2717,1.9022,1.7663,9.84
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,1016,8.1693,0.0,13.92,13.35,0.0984,0.5906,1.378,12.82
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,609,3.6125,0.1642,15.62,9.53,0.1642,7.0608,1.9704,8.66
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,435,5.977,0.2299,17.4,10.74,0.6897,4.1379,1.1494,10.92
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,670,7.9104,0.0,13.67,11.34,0.0,3.4328,1.0448,9.43
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,375,11.7333,0.0,13.89,15.22,0.0,0.2667,2.1333,12.51
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,524,6.6794,1.5267,11.91,10.89,1.5267,4.1985,1.145,8.2
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,606,6.6007,0.0,17.82,13.1,0.0,1.9802,2.4752,13.17
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,748,4.5455,0.1337,17.81,9.45,0.1337,4.9465,0.9358,9.01
S07_F,S07,Heart Palpitations,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,614,6.1889,0.0,15.35,9.46,0.0,3.9088,1.9544,8.35
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,690,1.8841,0.1449,19.17,10.97,0.5797,6.3768,0.8696,10.1
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,713,7.7139,0.0,18.28,14.88,0.0,2.1038,1.5428,14.43
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,766,5.3525,0.5222,14.19,9.96,0.5222,3.9164,1.6971,9.41
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,1184,6.6723,0.0,16.44,13.07,0.3378,1.2669,1.098,13.16
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,533,3.1895,0.1876,18.38,10.51,0.5629,6.379,1.8762,9.82
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,892,6.3901,0.1121,14.16,10.73,0.2242,3.3632,1.7937,9.18
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,342,4.6784,0.2924,17.1,11.28,0.2924,5.5556,2.0468,9.4
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,338,11.2426,0.0,14.08,11.03,0.0,1.4793,3.5503,8.89
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,404,7.1782,0.0,12.24,8.46,0.495,3.9604,0.495,6.62
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,692,10.4046,0.0,13.57,15.42,0.0,1.5896,0.8671,12.67
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,301,5.9801,0.3322,14.33,7.59,0.9967,6.3123,0.3322,6.54
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,363,4.6832,0.0,16.5,10.33,0.2755,4.6832,1.3774,8.82
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,8,Kimi K2.5,726,6.8871,0.1377,18.15,10.83,0.1377,3.8567,1.2397,9.97
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,moonshotai/kimi-k2.5,8,Kimi K2.5,389,9.7686,0.0,14.96,15.72,0.0,1.0283,0.5141,12.6
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,moonshotai/kimi-k2.5,8,Kimi K2.5,584,8.2192,0.6849,12.43,13.35,1.3699,3.0822,1.0274,10.53
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,8,Kimi K2.5,654,9.9388,0.1529,21.8,15.43,0.1529,1.3761,1.682,15.52
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,8,Kimi K2.5,829,3.9807,0.0,16.92,9.8,0.0,2.6538,1.6888,9.16
S10_F,S10,Persistent Headaches,F,Humor / Irony,moonshotai/kimi-k2.5,8,Kimi K2.5,533,6.1914,0.7505,19.04,12.88,0.1876,3.7523,1.3133,11.89
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,9,Kimi K2.5,831,3.8508,0.361,14.84,9.19,0.8424,4.5728,1.083,8.25
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,moonshotai/kimi-k2.5,9,Kimi K2.5,609,9.8522,0.6568,11.49,11.08,0.821,3.4483,1.642,8.54
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,moonshotai/kimi-k2.5,9,Kimi K2.5,739,3.7889,0.1353,13.44,9.3,0.0,6.7659,1.0825,7.9
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,9,Kimi K2.5,758,9.2348,0.0,16.84,13.47,0.0,1.715,1.9789,13.26
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,9,Kimi K2.5,683,3.6603,1.0249,11.98,8.02,1.1713,7.4671,1.0249,5.96
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,moonshotai/kimi-k2.5,9,Kimi K2.5,436,1.3761,0.4587,15.03,8.23,0.6881,5.5046,0.9174,8.0
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,9,Kimi K2.5,526,3.4221,0.1901,18.14,9.96,1.1407,5.5133,0.9506,9.43
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,moonshotai/kimi-k2.5,9,Kimi K2.5,588,7.1429,0.1701,11.53,9.4,0.1701,4.4218,2.551,6.51
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,moonshotai/kimi-k2.5,9,Kimi K2.5,561,3.9216,0.3565,17.53,9.92,0.3565,4.2781,1.7825,9.5
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,9,Kimi K2.5,662,7.7039,0.0,19.47,14.24,0.3021,1.3595,1.8127,13.55
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,9,Kimi K2.5,529,4.5369,1.3233,13.56,7.51,1.3233,6.2382,1.3233,6.36
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,moonshotai/kimi-k2.5,9,Kimi K2.5,1324,4.6073,0.1511,15.76,8.98,0.3776,4.003,1.8882,8.23
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,9,Kimi K2.5,849,3.7691,0.0,21.77,12.97,0.4711,4.0047,2.1201,12.72
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,moonshotai/kimi-k2.5,9,Kimi K2.5,945,9.418,0.0,15.24,14.89,0.2116,0.6349,0.8466,12.28
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,moonshotai/kimi-k2.5,9,Kimi K2.5,845,4.9704,0.4734,13.41,13.91,0.7101,2.7219,1.4201,10.81
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,moonshotai/kimi-k2.5,9,Kimi K2.5,739,8.2544,0.1353,18.95,16.02,0.0,0.6766,1.3532,15.59
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,moonshotai/kimi-k2.5,9,Kimi K2.5,706,4.2493,0.1416,16.05,14.15,0.8499,3.1161,1.4164,11.46
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,moonshotai/kimi-k2.5,9,Kimi K2.5,774,5.5556,0.0,14.88,11.53,0.0,4.6512,1.292,9.7
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,moonshotai/kimi-k2.5,9,Kimi K2.5,842,6.1758,0.0,16.84,11.64,0.1188,1.1876,2.1378,10.89
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,moonshotai/kimi-k2.5,9,Kimi K2.5,509,10.2161,1.5717,12.72,13.39,0.0,0.9823,1.9646,11.23
