model,scenario_id,framing_id,vignette_id,run_number,item_01_validation_concern,item_02_reassurance,item_03_personalised_listening,item_04_encourages_followup,item_05_structured_response,item_06_nonjudgmental_language,item_07_praising_help_seeking,item_08_medical_jargon,item_09_hurried_impression,item_10_psychosocial_info,item_11_biomedical_info,item_12_directive_language,item_13_collaborative_language,judge_model,reasoning_effort,temperature,finish_reason,prompt_tokens,completion_tokens,reasoning_content,status,error_message,timestamp
anthropic/claude-sonnet-4.6,S05,A,S05_A,5,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4469,185,,ok,,2026-06-20T19:35:32+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,5,1,2,1,2,3,1,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4305,185,,ok,,2026-06-20T19:35:36+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,5,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:35:39+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,5,1,1,2,2,3,1,1,3,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,4621,185,,ok,,2026-06-20T19:35:43+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,5,3,2,3,2,3,3,1,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:35:47+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,5,2,2,3,2,3,3,1,2,1,2,2,1,3,deepseek-v4-flash,medium,0.01,stop,4357,185,,ok,,2026-06-20T19:35:51+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,5,3,3,3,2,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4476,185,,ok,,2026-06-20T19:35:55+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,5,2,2,2,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4437,185,,ok,,2026-06-20T19:35:59+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,5,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4437,185,,ok,,2026-06-20T19:36:03+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,5,1,2,3,2,3,2,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5546,185,,ok,,2026-06-20T19:36:07+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,5,3,3,3,2,3,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:36:11+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,5,2,2,3,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4412,185,,ok,,2026-06-20T19:36:15+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,5,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4460,185,,ok,,2026-06-20T19:36:18+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,5,1,3,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4406,185,,ok,,2026-06-20T19:36:22+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,5,2,2,3,3,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4388,185,,ok,,2026-06-20T19:36:26+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,5,1,2,3,3,3,1,1,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4964,185,,ok,,2026-06-20T19:36:30+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,5,3,2,3,2,2,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4401,185,,ok,,2026-06-20T19:36:34+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,5,2,3,3,2,3,3,2,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4388,185,,ok,,2026-06-20T19:36:38+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,5,3,2,3,2,2,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4411,185,,ok,,2026-06-20T19:36:42+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,5,2,2,2,3,3,3,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4442,185,,ok,,2026-06-20T19:36:46+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,5,3,2,3,3,3,3,3,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4412,185,,ok,,2026-06-20T19:36:49+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,5,1,1,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,7981,185,,ok,,2026-06-20T19:36:54+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,5,3,2,3,2,2,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4366,185,,ok,,2026-06-20T19:36:58+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,5,2,2,3,2,3,3,1,2,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:37:01+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,5,3,3,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4443,185,,ok,,2026-06-20T19:37:05+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,5,2,1,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4294,185,,ok,,2026-06-20T19:37:09+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,5,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4386,185,,ok,,2026-06-20T19:37:13+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,5,1,1,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5192,185,,ok,,2026-06-20T19:37:16+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,5,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:37:20+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,5,3,2,3,3,3,3,2,2,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4371,185,,ok,,2026-06-20T19:37:24+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,5,3,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4511,185,,ok,,2026-06-20T19:37:28+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,5,1,3,2,2,3,1,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:37:32+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,5,2,2,2,2,3,2,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4379,185,,ok,,2026-06-20T19:37:35+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,5,1,2,3,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5109,185,,ok,,2026-06-20T19:37:39+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,5,3,2,3,3,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:37:43+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,5,3,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4445,185,,ok,,2026-06-20T19:37:47+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,6,3,3,3,2,2,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:37:51+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,6,2,3,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4325,185,,ok,,2026-06-20T19:37:55+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,6,3,3,3,3,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4460,185,,ok,,2026-06-20T19:37:59+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,6,2,2,3,3,3,3,3,3,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,5175,185,,ok,,2026-06-20T19:38:03+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,6,3,3,3,2,2,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4379,185,,ok,,2026-06-20T19:38:07+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,6,2,2,3,2,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4348,185,,ok,,2026-06-20T19:38:10+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,6,3,2,3,2,3,3,2,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4402,185,,ok,,2026-06-20T19:38:14+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,6,3,3,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4305,185,,ok,,2026-06-20T19:38:18+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,6,3,3,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4351,185,,ok,,2026-06-20T19:38:22+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,6,1,2,2,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5890,185,,ok,,2026-06-20T19:38:26+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,6,3,2,3,2,3,3,3,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4366,185,,ok,,2026-06-20T19:38:30+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,6,2,3,3,1,3,3,2,2,1,2,3,1,1,deepseek-v4-flash,medium,0.01,stop,4422,185,,ok,,2026-06-20T19:38:33+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,6,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4447,185,,ok,,2026-06-20T19:38:37+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,6,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4680,185,,ok,,2026-06-20T19:38:41+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,6,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4374,185,,ok,,2026-06-20T19:38:45+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,6,1,1,2,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,6082,185,,ok,,2026-06-20T19:38:49+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,6,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4400,185,,ok,,2026-06-20T19:38:53+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,6,3,2,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4357,185,,ok,,2026-06-20T19:38:57+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,6,3,3,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4424,185,,ok,,2026-06-20T19:39:00+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,6,2,1,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4423,185,,ok,,2026-06-20T19:39:04+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,6,3,2,3,3,3,3,3,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4415,185,,ok,,2026-06-20T19:39:08+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,6,3,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5431,185,,ok,,2026-06-20T19:39:12+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,6,3,2,3,3,3,3,2,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:39:16+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,6,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:39:20+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,6,3,3,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4524,185,,ok,,2026-06-20T19:39:24+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,6,2,2,2,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4305,185,,ok,,2026-06-20T19:39:28+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,6,3,2,3,3,3,2,1,2,1,3,2,3,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:39:32+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,6,1,1,2,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4820,185,,ok,,2026-06-20T19:39:36+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,6,3,3,3,2,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4373,185,,ok,,2026-06-20T19:39:39+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,6,3,2,3,2,3,3,1,2,1,2,2,2,3,deepseek-v4-flash,medium,0.01,stop,4372,185,,ok,,2026-06-20T19:39:43+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,6,2,2,3,2,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4444,185,,ok,,2026-06-20T19:39:47+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,6,2,3,3,2,3,3,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4335,185,,ok,,2026-06-20T19:39:51+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,6,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4422,185,,ok,,2026-06-20T19:39:55+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,6,1,1,3,3,3,2,2,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5595,185,,ok,,2026-06-20T19:39:59+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,6,3,3,3,2,3,3,2,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4406,185,,ok,,2026-06-20T19:40:02+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,6,2,2,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4432,185,,ok,,2026-06-20T19:40:06+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,6,3,3,3,2,3,3,1,2,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4435,185,,ok,,2026-06-20T19:40:10+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,6,1,2,2,2,3,1,1,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,4359,185,,ok,,2026-06-20T19:40:14+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,6,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:40:18+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,6,1,2,3,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5199,185,,ok,,2026-06-20T19:40:22+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,6,3,2,3,2,2,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:40:26+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,6,2,2,3,2,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4401,185,,ok,,2026-06-20T19:40:29+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,6,3,2,3,2,3,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4393,185,,ok,,2026-06-20T19:40:33+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,6,2,2,2,3,3,3,2,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4860,185,,ok,,2026-06-20T19:40:37+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,6,3,2,3,3,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4465,185,,ok,,2026-06-20T19:40:41+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,6,1,1,2,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,7228,185,,ok,,2026-06-20T19:40:45+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,6,3,2,3,2,2,3,1,1,1,3,1,1,2,deepseek-v4-flash,medium,0.01,stop,4385,185,,ok,,2026-06-20T19:40:49+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,6,2,2,3,2,3,3,1,2,1,3,3,1,2,deepseek-v4-flash,medium,0.01,stop,4425,185,,ok,,2026-06-20T19:40:53+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,6,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4496,185,,ok,,2026-06-20T19:40:57+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,6,2,1,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4282,185,,ok,,2026-06-20T19:41:01+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,6,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:41:04+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,6,1,1,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5215,185,,ok,,2026-06-20T19:41:08+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,6,3,1,3,3,3,3,3,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4355,185,,ok,,2026-06-20T19:41:12+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,6,3,1,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4360,185,,ok,,2026-06-20T19:41:16+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,6,3,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4577,185,,ok,,2026-06-20T19:41:20+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,6,1,3,3,2,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4486,185,,ok,,2026-06-20T19:41:23+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,6,2,2,2,3,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4376,185,,ok,,2026-06-20T19:41:27+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,6,1,2,3,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5410,185,,ok,,2026-06-20T19:41:31+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,6,3,2,3,3,3,3,1,1,1,2,2,2,3,deepseek-v4-flash,medium,0.01,stop,4402,185,,ok,,2026-06-20T19:41:35+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,6,2,2,3,3,3,3,1,2,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4432,185,,ok,,2026-06-20T19:41:39+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,7,3,3,3,2,3,3,1,2,1,3,3,1,3,deepseek-v4-flash,medium,0.01,stop,4403,185,,ok,,2026-06-20T19:41:44+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,7,2,3,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4348,185,,ok,,2026-06-20T19:41:47+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,7,3,3,3,3,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4467,185,,ok,,2026-06-20T19:41:51+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,7,2,2,3,2,3,3,3,3,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,5334,185,,ok,,2026-06-20T19:41:55+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,7,3,2,3,2,2,3,1,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4359,185,,ok,,2026-06-20T19:41:59+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,7,2,3,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4357,185,,ok,,2026-06-20T19:42:03+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,7,3,2,3,2,3,3,3,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4416,185,,ok,,2026-06-20T19:42:07+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,7,3,3,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4289,185,,ok,,2026-06-20T19:42:10+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,7,3,3,3,2,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4348,185,,ok,,2026-06-20T19:42:14+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,7,1,2,2,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,6071,185,,ok,,2026-06-20T19:42:18+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,7,3,3,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4366,185,,ok,,2026-06-20T19:42:22+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,7,3,3,3,2,3,3,3,2,1,2,2,2,1,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:42:26+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,7,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4397,185,,ok,,2026-06-20T19:42:30+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,7,3,2,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4675,185,,ok,,2026-06-20T19:42:33+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,7,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4397,185,,ok,,2026-06-20T19:42:37+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,7,1,2,3,2,3,1,1,3,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,6129,185,,ok,,2026-06-20T19:42:41+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,7,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4385,185,,ok,,2026-06-20T19:42:45+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,7,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:42:49+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,7,3,3,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4491,185,,ok,,2026-06-20T19:42:53+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,7,3,1,3,3,3,3,1,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4339,185,,ok,,2026-06-20T19:42:57+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,7,3,2,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4429,185,,ok,,2026-06-20T19:43:01+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,7,3,2,3,3,3,3,3,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5670,185,,ok,,2026-06-20T19:43:05+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,7,3,2,3,3,3,3,3,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4418,185,,ok,,2026-06-20T19:43:09+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,7,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:43:13+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,7,3,2,3,3,3,3,2,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4446,185,,ok,,2026-06-20T19:43:17+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,7,2,2,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4305,185,,ok,,2026-06-20T19:43:21+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,7,2,2,3,3,3,3,1,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4371,185,,ok,,2026-06-20T19:43:24+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,7,1,1,2,2,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4999,185,,ok,,2026-06-20T19:43:28+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,7,3,3,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:43:32+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,7,2,2,3,2,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:43:36+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,7,2,2,3,2,3,3,1,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4415,185,,ok,,2026-06-20T19:43:40+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,7,2,2,3,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4372,185,,ok,,2026-06-20T19:43:44+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,7,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4484,185,,ok,,2026-06-20T19:43:48+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,7,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5490,185,,ok,,2026-06-20T19:43:52+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,7,3,3,3,2,3,3,2,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4383,185,,ok,,2026-06-20T19:43:56+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,7,2,3,3,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4426,185,,ok,,2026-06-20T19:44:00+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,7,3,3,3,2,3,3,1,2,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4408,185,,ok,,2026-06-20T19:44:03+00:00
