vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,pos_emotion,neg_emotion,n_sentences
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,7,MiniMax M2.7,0.152148,0.038163,70
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,minimax/minimax-m2.7,7,MiniMax M2.7,0.253824,0.076984,63
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,minimax/minimax-m2.7,7,MiniMax M2.7,0.16184,0.058964,64
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,minimax/minimax-m2.7,7,MiniMax M2.7,0.340866,0.205783,26
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,minimax/minimax-m2.7,7,MiniMax M2.7,0.093676,0.0321,28
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,minimax/minimax-m2.7,7,MiniMax M2.7,0.204019,0.050488,83
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,7,MiniMax M2.7,0.123631,0.036147,39
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,minimax/minimax-m2.7,7,MiniMax M2.7,0.296612,0.123531,50
S07_F,S07,Heart Palpitations,F,Humor / Irony,minimax/minimax-m2.7,7,MiniMax M2.7,0.209039,0.065587,56
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,minimax/minimax-m2.7,7,MiniMax M2.7,0.187432,0.163725,56
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,minimax/minimax-m2.7,7,MiniMax M2.7,0.151326,0.044212,42
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,minimax/minimax-m2.7,7,MiniMax M2.7,0.152575,0.117434,54
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,7,MiniMax M2.7,0.085887,0.039417,76
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,minimax/minimax-m2.7,7,MiniMax M2.7,0.234939,0.142158,20
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,minimax/minimax-m2.7,7,MiniMax M2.7,0.175667,0.03769,63
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,minimax/minimax-m2.7,7,MiniMax M2.7,0.203849,0.058984,69
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,minimax/minimax-m2.7,7,MiniMax M2.7,0.20849,0.048529,39
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,minimax/minimax-m2.7,7,MiniMax M2.7,0.213722,0.071337,86
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,7,MiniMax M2.7,0.120412,0.035691,65
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,minimax/minimax-m2.7,7,MiniMax M2.7,0.212744,0.086336,86
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,minimax/minimax-m2.7,7,MiniMax M2.7,0.272283,0.045886,22
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,minimax/minimax-m2.7,7,MiniMax M2.7,0.350333,0.119817,30
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,minimax/minimax-m2.7,7,MiniMax M2.7,0.142954,0.043473,64
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,minimax/minimax-m2.7,7,MiniMax M2.7,0.18006,0.083437,44
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,7,MiniMax M2.7,0.108581,0.057846,57
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,minimax/minimax-m2.7,7,MiniMax M2.7,0.173462,0.113336,80
S10_F,S10,Persistent Headaches,F,Humor / Irony,minimax/minimax-m2.7,7,MiniMax M2.7,0.178009,0.112126,54
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.212791,0.107137,62
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.096373,0.060694,105
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.143386,0.044299,103
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.196682,0.021479,48
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.332295,0.067263,25
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.175525,0.029188,62
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.307845,0.096291,61
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.180375,0.035061,75
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.251045,0.052018,65
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.200124,0.035302,42
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.260162,0.063245,65
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.171108,0.051887,100
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.21908,0.210229,19
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.212075,0.06985,43
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.248412,0.206576,13
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.136872,0.062679,54
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.183806,0.302043,15
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.121311,0.05028,87
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.21118,0.075938,41
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.157197,0.042849,19
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.190149,0.057216,55
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.149205,0.032317,60
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.218439,0.052782,67
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.230053,0.060232,27
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.376741,0.188961,37
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.262827,0.077789,55
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.24357,0.048559,85
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.161894,0.060459,52
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.282584,0.104508,52
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.272879,0.164386,21
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.376753,0.086696,52
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.126405,0.032308,58
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.159106,0.130434,54
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.143961,0.047131,72
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.305057,0.076747,47
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.294589,0.04509,31
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.327318,0.147986,58
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.187664,0.033241,44
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.249057,0.090046,30
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.088437,0.033055,67
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.270259,0.103468,52
S07_F,S07,Heart Palpitations,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.218185,0.035801,36
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.368467,0.137796,43
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.095446,0.036254,44
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.140192,0.156999,28
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.103228,0.02862,69
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.17408,0.098001,72
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.18215,0.052241,62
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.26473,0.060097,49
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.339453,0.057636,22
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.20487,0.075731,53
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.121285,0.038724,51
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.204417,0.056951,48
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.290845,0.06534,32
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,minimax/minimax-m2.7,8,MiniMax M2.7,0.253617,0.061358,54
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,minimax/minimax-m2.7,8,MiniMax M2.7,0.197728,0.102243,45
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,minimax/minimax-m2.7,8,MiniMax M2.7,0.136031,0.122988,27
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,8,MiniMax M2.7,0.128049,0.103761,65
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,minimax/minimax-m2.7,8,MiniMax M2.7,0.245073,0.08047,55
S10_F,S10,Persistent Headaches,F,Humor / Irony,minimax/minimax-m2.7,8,MiniMax M2.7,0.212887,0.081683,49
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.19276,0.087807,80
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.247054,0.04462,57
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.215574,0.074538,63
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.219097,0.026738,41
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.240238,0.153179,25
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.241631,0.099748,22
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.277213,0.072561,81
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.166159,0.039397,92
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.251266,0.064353,44
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.199408,0.034388,58
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.233627,0.069558,49
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.210299,0.08554,71
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.18121,0.199987,17
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.156389,0.055022,41
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.141121,0.067387,101
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.145191,0.035581,64
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.161189,0.204931,14
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.171135,0.077541,48
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.302916,0.136545,21
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.174742,0.033518,16
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.182152,0.067995,32
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.102529,0.043909,57
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.210266,0.075993,57
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.188376,0.042581,20
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.300544,0.088226,76
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.212474,0.04765,61
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.265324,0.06472,86
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.210579,0.062236,62
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.325445,0.051723,52
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.281204,0.107859,22
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.185518,0.066672,85
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.198661,0.030458,70
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.163228,0.061046,32
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.138205,0.034575,64
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.261914,0.064774,68
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.115259,0.054697,68
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.48061,0.122848,24
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.171381,0.03414,58
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.116347,0.052324,86
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.112386,0.045883,38
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.24316,0.097652,72
S07_F,S07,Heart Palpitations,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.191149,0.039322,55
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.249234,0.075363,45
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.17941,0.054386,32
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.124724,0.119409,45
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.116097,0.044158,80
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.169539,0.10003,61
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.100532,0.072675,110
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.712146,0.08768,10
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.273366,0.062908,36
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.220807,0.084539,49
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.124683,0.038622,67
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.25273,0.052218,24
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.223362,0.062389,39
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,minimax/minimax-m2.7,9,MiniMax M2.7,0.24405,0.237751,18
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,minimax/minimax-m2.7,9,MiniMax M2.7,0.148032,0.108318,34
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,minimax/minimax-m2.7,9,MiniMax M2.7,0.14434,0.078737,100
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,9,MiniMax M2.7,0.12689,0.062981,47
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,minimax/minimax-m2.7,9,MiniMax M2.7,0.212162,0.066416,63
S10_F,S10,Persistent Headaches,F,Humor / Irony,minimax/minimax-m2.7,9,MiniMax M2.7,0.211832,0.093763,36
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.234546,0.073726,78
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.124929,0.035117,102
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.296629,0.05942,62
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.150494,0.024673,42
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.280174,0.095742,29
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.178204,0.036476,56
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.331675,0.067504,49
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.173564,0.037214,33
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.219013,0.056738,67
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.143179,0.054689,43
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.193713,0.072003,75
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.150634,0.041192,82
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.236111,0.101086,77
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.150302,0.081286,47
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.305013,0.174102,34
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.184278,0.064693,67
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.263995,0.246509,20
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.152763,0.054893,101
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.340307,0.071802,36
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.177707,0.047956,31
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.151431,0.103791,18
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.150184,0.047095,59
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.21608,0.057235,62
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.161081,0.082445,20
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.337507,0.165998,51
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.183594,0.073262,82
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.305057,0.068655,90
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.189673,0.065398,53
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.297873,0.064071,66
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.287513,0.107513,20
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.229134,0.062993,53
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.122697,0.037894,53
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.147512,0.071354,72
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.113562,0.037347,73
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.279124,0.054431,59
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.124383,0.047669,72
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.2087,0.091839,69
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.139512,0.044671,43
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.28447,0.067957,43
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.187496,0.029714,37
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.256799,0.096927,59
S07_F,S07,Heart Palpitations,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.215506,0.059139,61
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,minimax/minimax-m2.7,10,MiniMax M2.7,0.2403,0.208806,33
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,minimax/minimax-m2.7,10,MiniMax M2.7,0.082565,0.029898,76
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,minimax/minimax-m2.7,10,MiniMax M2.7,0.150399,0.182926,20
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,minimax/minimax-m2.7,10,MiniMax M2.7,0.087207,0.044835,77
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,minimax/minimax-m2.7,10,MiniMax M2.7,0.182782,0.086753,74
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,minimax/minimax-m2.7,10,MiniMax M2.7,0.186056,0.113188,27
